sales,quantity,profit,label
389.97,3,132.5898,0
194.32,4,56.3528,0
265.93,7,63.8232,0
94.74,3,44.5278,0
60.64,4,27.8944,0
76.3,5,38.15,0
364.8,12,167.808,0
79.872,3,29.951999999999998,0
46.38399999999999,1,1.1596,0
12.96,2,6.2208,0
14.352,3,5.2026,0
547.136,4,-68.392,0
41.96,2,2.9372,0
41.7,5,20.85,0
277.4,5,133.15200000000002,0
5.78,1,2.8322,0
69.21600000000001,6,11.2476,0
10.86,3,5.1042,0
426.79,7,123.7691,0
25.92,4,12.4416,0
45.92,4,22.5008,0
10.72,2,1.742,0
41.86,7,10.465,0
63.2,5,23.384,0
113.97,3,27.3528,0
123.552,3,-29.3436,0
490.32,9,137.2896,0
70.08,5,24.528000000000002,0
1.272,2,-2.1624,0
557.585,5,0.0,0
9.024,6,3.1584,0
69.456,2,22.5732,0
10.86,2,5.3214,0
79.47,3,22.2516,0
10.08,6,5.04,0
1552.8310000000001,7,200.9546,1
137.24,5,46.3185,0
36.51,1,15.6993,0
239.976,3,80.9919,0
1579.746,7,-447.5947,1
1071.576,4,-553.6476,1
613.908,3,-122.7816,1
34.86,7,16.3842,0
155.04,4,75.9696,0
13.71,5,-10.054,0
127.88,2,40.9216,0
160.32,2,44.8896,0
46.0,4,20.7,0
120.712,1,-18.1068,0
23.12,4,11.3288,0
532.7040000000001,6,-26.6352,0
4.912,2,0.307,0
252.0,4,93.24,0
60.288000000000004,8,-27.1296,0
2.6319999999999997,1,0.8225,0
23.688000000000002,9,7.6986,0
253.372,2,-14.4784,0
5.67,3,0.1134,0
76.77600000000001,4,-58.8616,0
9.184,2,1.148,0
32.75,5,15.065,0
7.216,2,1.7138,0
49.568000000000005,2,15.49,0
54.711999999999996,7,11.6263,0
176.04,4,45.7704,0
16.02,9,4.4856,0
185.92,4,62.748000000000005,0
211.168,4,15.8376,0
479.98400000000004,2,59.998000000000005,0
7.86,2,3.6156,0
24.448,2,8.8624,0
6.48,1,3.1104,0
41.86,7,20.5114,0
1619.91,9,97.1946,1
113.92,4,42.1504,0
39.68,2,10.3168,0
37.6,2,2.256,0
59.9,2,23.96,0
37.0,5,16.65,0
5.76,2,2.8224,0
16.68,6,4.3368,0
628.81,7,12.5762,1
56.45,5,14.677,0
94.2,6,23.55,0
28.4,5,13.347999999999999,0
956.6648,7,-225.0976,1
1115.91,9,200.8638,1
128.744,7,-28.9674,0
79.92,10,26.973000000000003,0
24.2,5,7.986000000000001,0
359.976,3,130.4913,0
211.84,8,76.2624,0
5.68,2,1.9169999999999998,0
7.52,5,2.6319999999999997,0
11.96,2,5.8604,0
629.064,3,31.4532,1
754.45,5,60.356,1
301.96,2,60.391999999999996,0
595.0,5,95.2,1
79.872,3,29.951999999999998,0
2396.4,10,179.73,1
63.56,2,3.178,0
99.99,1,43.9956,0
230.37599999999998,3,-48.9549,0
9.664,2,3.2616,0
158.928,7,41.7186,0
13.023,1,-10.4184,0
273.06,2,-104.67299999999999,0
39.312,13,12.7764,0
1.344,4,-2.1504,0
8.272,4,-13.6488,0
12.544,7,-9.0944,0
58.48,8,27.4856,0
7.4,2,3.034,0
366.786,7,65.2064,0
54.368,4,4.0776,0
33.96,2,16.98,0
826.11,3,322.1829,1
545.85,9,114.6285,0
145.98,2,-99.2664,0
35.808,4,12.5328,0
7.904,2,2.1736,0
345.0,5,86.25,0
174.28599999999997,2,-19.9184,0
662.84,4,172.3384,1
95.1,5,30.432,0
26.88,6,12.9024,0
257.98,2,74.8142,0
17.48,2,8.2156,0
492.835,5,-14.081,0
269.49,3,5.3898,0
29.12,5,9.828,0
18.75,5,9.0,0
119.7,6,31.122,0
9.144,3,3.0861,0
57.06,3,18.2592,0
71.6,8,13.604000000000001,0
107.44,8,27.9344,0
7.31,1,3.4357,0
59.1,6,22.458000000000002,0
46.53,3,12.0978,0
97.84,2,25.4384,0
29.97,3,13.4865,0
98.352,3,34.4232,0
83.92,5,29.372,0
14.624,2,5.1184,0
136.99,1,36.9873,0
3.15,1,1.5119999999999998,0
9.11,1,4.0995,0
571.44,4,165.7176,1
32.4,5,15.552,0
16.91,1,4.5657,0
14.272,8,4.2816,0
451.13599999999997,4,-67.6704,0
64.86399999999999,4,6.4864,0
217.584,2,-29.9178,0
82.95,5,29.0325,0
87.71,7,41.2237,0
1101.48,4,429.5772,1
1322.352,3,-99.1764,1
5.46,3,1.4742,0
11.184000000000001,1,0.8388,0
153.584,2,-32.6366,0
1003.62,6,0.0,1
35.168,4,11.4296,0
1137.75,5,250.305,1
99.68,5,32.396,0
5.56,2,1.4456,0
85.52,2,22.2352,0
9.84,3,2.6568,0
20.04,3,9.6192,0
631.96,4,303.3408,1
23.92,4,10.764000000000001,0
90.24,6,41.5104,0
4548.81,7,1228.1787,2
300.93,5,-34.391999999999996,0
719.96,5,53.997,1
647.84,8,32.391999999999996,1
64.17,3,18.6093,0
124.46,2,58.4962,0
9.584,1,3.3544,0
37.608000000000004,3,12.6927,0
12.224,2,4.4312,0
2.3040000000000003,4,-3.5712,0
9.36,4,-16.38,0
7.38,2,3.4686,0
53.72,4,15.0416,0
8187.65,5,327.506,2
77.92,8,34.2848,0
32.784,4,-85.2384,0
196.77599999999998,3,14.7582,0
479.94,6,52.7934,0
1117.92,4,55.896,1
106.5,6,41.535,0
45.66,5,-33.484,0
95.96799999999999,4,1.1996,0
47.992,2,-2.0568,0
264.32,2,19.824,0
604.656,9,204.0714,1
129.93,3,12.993,0
20.16,7,9.8784,0
29.46,6,14.4354,0
868.59,3,251.8911,1
12.96,2,6.2208,0
5.5,1,1.375,0
121.6,4,55.93600000000001,0
42.048,9,5.256,0
25.488000000000003,2,4.4604,0
6.9,3,-12.075,0
9.648,6,-16.884,0
7.968,2,2.8884,0
10.368,2,3.6288,0
114.2,5,52.532,0
17.96,4,8.2616,0
12.67,7,4.5612,0
339.96,4,122.3856,0
1801.632,6,-337.806,1
46.32,4,18.0648,0
181.986,2,-54.5958,0
431.976,4,-100.7944,0
155.37,1,-36.253,0
1348.704,6,-219.1644,1
700.1519999999999,3,78.7671,1
111.88799999999999,7,22.3776,0
143.952,3,14.3952,0
173.94,3,13.9152,0
14.76,4,6.9372,0
205.92,4,2.0592,0
102.833,1,-6.0489999999999995,0
2.3040000000000003,1,0.2592,0
1879.96,5,211.4955,1
313.024,8,105.6456,0
5.04,2,1.764,0
821.88,6,213.6888,1
21.96,2,10.7604,0
25.92,4,12.4416,0
705.544,7,70.5544,1
50.0,2,12.0,0
51.711999999999996,8,-32.32,0
6.992000000000001,2,0.5244,0
1406.86,7,140.686,1
15.75,5,7.56,0
323.1,2,61.388999999999996,0
9.216000000000001,4,3.3408,0
10.368,2,3.6288,0
15.02,1,2.7036,0
33.82,2,9.1314,0
71.0,4,27.69,0
25.12,5,7.85,0
2665.62,9,239.9058,2
478.08,8,133.8624,0
164.388,2,-35.6174,0
13.248,4,3.6432,0
2.912,2,0.91,0
1399.944,7,52.4979,1
526.45,5,31.587,0
16.23,3,7.9527,0
319.9,5,156.751,0
11.36,2,5.3392,0
675.12,3,290.3016,1
62.82,3,30.7818,0
489.92,8,0.0,0
19.44,3,9.3312,0
16.68,2,8.34,0
155.35,13,0.0,0
12.42,3,4.4712,0
187.98,2,52.6344,0
6.608,2,2.1476,0
248.57,7,67.1139,0
22.23,1,9.7812,0
5.98,1,1.0166,0
246.168,3,21.5397,0
14.136,2,-7.7748,0
601.47,3,-300.735,1
79.1,2,39.55,0
327.84,8,157.3632,0
180.96,2,81.432,0
914.97,3,411.7365,1
587.97,3,158.7519,1
530.34,2,95.4612,0
14.94,3,7.3206,0
121.94,2,35.3626,0
122.71,7,36.813,0
14.94,3,7.0218,0
1349.85,3,364.4595,1
136.784,1,5.1294,0
61.12,4,20.7808,0
1.167,1,-0.8558,0
16.99,1,4.9271,0
24.671999999999997,3,0.0,0
2.52,1,0.882,0
1218.735,5,-121.8735,1
5.904,2,1.9926,0
15.696,3,5.1012,0
6.096,3,-3.9624,0
41.568000000000005,2,2.5980000000000003,0
230.28,3,23.028000000000002,0
18.288,6,5.715,0
5.78,2,2.7166,0
121.68,13,38.025,0
4.17,3,1.0842,0
67.04,4,6.704,0
37.32,3,10.4496,0
18.45,5,8.6715,0
25.92,4,12.4416,0
2399.6,8,647.8919999999999,1
63.9,5,28.755,0
52.99,1,0.5299,0
60.864,4,9.1296,0
652.995,7,-935.9595,0
11.22,10,-7.48,0
14.94,3,7.0218,0
39.96,2,17.1828,0
42.623999999999995,2,4.2624,0
220.96,1,24.858,0
4.928,2,0.7392,0
7.23,5,-5.784,0
323.1,2,61.388999999999996,0
19.04,4,9.3296,0
13.128,3,4.2666,0
64.14,3,16.6764,0
858.24,4,143.04,1
29.99,1,2.9989999999999997,0
186.048,6,67.4424,0
36.792,1,4.1391,0
18.624000000000002,8,6.2856,0
57.69,3,23.6529,0
42.81,3,20.1207,0
12.96,2,6.2208,0
821.88,6,213.6888,1
104.85,3,28.3095,0
424.9575,5,19.998,0
10.776,3,3.5022,0
11.784,3,4.2717,0
164.88,3,80.7912,0
1292.94,3,77.5764,1
25.584,2,8.9544,0
261.74,2,65.435,0
14.4,5,7.056,0
10.86,3,5.1042,0
883.84,4,99.432,1
1979.89,11,494.9725,1
79.96,2,35.982,0
8.76,2,4.2048,0
3.984,1,1.2948,0
370.62,3,-142.071,0
2.742,2,-2.0108,0
79.512,3,20.8719,0
28.351999999999997,1,9.5688,0
40.784,1,4.5882,0
105.96,4,29.6688,0
166.44,3,79.8912,0
785.88,6,212.1876,1
26.2,2,12.838,0
1325.85,5,238.653,1
166.44,3,79.8912,0
8.76,5,0.7665,0
43.583999999999996,1,4.3584,0
11.088,7,-8.1312,0
25.164,2,-16.776,0
14.4,5,7.056,0
619.95,5,111.59100000000001,1
89.52,4,42.0744,0
350.973,3,152.0883,0
164.99,1,49.497,0
312.552,9,101.5794,0
95.95200000000001,3,29.985,0
3.2039999999999997,2,-2.4564,0
3.98,5,-6.567,0
15.7,5,7.065,0
5.247999999999999,4,1.64,0
5.346,3,-4.455,0
15.48,3,5.6115,0
108.57600000000001,3,8.1432,0
109.9,5,37.366,0
15.384,1,4.0383,0
30.351999999999997,2,10.6232,0
821.3,4,-16.426,1
21.375999999999998,4,7.4816,0
8.016,3,1.002,0
30.768,2,8.0766,0
18.936,3,5.9175,0
122.352,3,15.294,0
116.28,3,56.9772,0
132.6,6,17.238,0
16.68,2,4.3368,0
19.44,3,9.3312,0
192.16,4,92.2368,0
227.36,7,81.8496,0
1919.976,3,215.9973,1
12.828,2,-8.9796,0
45.888000000000005,4,9.1776,0
60.12,9,22.2444,0
302.376,3,37.797,0
13.9,5,5.56,0
129.98,2,62.3904,0
71.98,2,15.1158,0
377.97,3,109.6113,0
124.36,2,33.5772,0
23.976,3,-14.3856,0
8.376,3,2.7222,0
58.24,5,5.096,0
81.2,5,12.18,0
14.45,5,6.7915,0
95.648,2,31.0856,0
359.97,5,-71.994,0
350.352,4,-140.1408,0
1.641,1,-1.3128,0
629.9580000000001,7,94.4937,1
6.63,3,1.7901,0
799.96,4,343.9828,1
107.53,1,21.506,0
73.98,2,19.9746,0
5.58,1,2.1762,0
49.12,4,23.0864,0
377.97,3,94.4925,0
42.28,7,19.8716,0
299.97,3,56.9943,0
89.98,2,43.1904,0
477.24,4,9.5448,0
25.98,2,1.5588,0
46.72,5,17.52,0
35.34,2,13.4292,0
257.64,6,100.4796,0
125.976,3,47.24100000000001,0
79.992,1,21.9978,0
700.056,3,-130.0104,1
27.168000000000003,4,-1.3584,0
8.226,3,-6.0324,0
585.552,3,73.194,1
423.28,11,110.0528,0
225.296,2,22.5296,0
5.56,2,2.224,0
323.37,3,129.34799999999998,0
783.96,5,68.5965,1
1447.65,5,419.8185,1
11.96,2,5.8604,0
239.97,3,71.991,0
76.92,4,31.5372,0
481.32,4,125.1432,0
48.4,5,23.232,0
0.99,1,0.4356,0
101.84,5,36.917,0
10.332,3,-7.5768,0
31.155,5,-23.8855,0
8.927999999999999,2,0.6696,0
34.384,1,3.8682,0
1924.16,8,312.676,1
32.192,2,-80.48,0
50.12,7,-0.6265,0
47.976000000000006,3,1.7991,0
54.5,5,14.17,0
19.104,3,5.7312,0
49.44,3,24.2256,0
10.368,2,3.6288,0
154.44,3,1.5444,0
60.983999999999995,7,4.5738,0
195.46599999999998,2,-13.7976,0
23.68,8,6.216,0
2.376,3,0.7425,0
59.2,4,29.6,0
22.0,10,9.68,0
257.98,2,74.8142,0
23.988000000000003,2,-15.992,0
23.976,4,-15.5844,0
601.536,4,0.0,1
7.9,2,2.528,0
58.36,5,-24.803,0
16.464000000000002,7,1.4406,0
39.96,5,-23.976,0
25.96,2,7.5284,0
36.27,3,10.880999999999998,0
6.48,1,3.1104,0
1075.088,14,94.0702,1
438.36800000000005,4,38.3572,0
18.088,7,6.5569,0
308.499,3,-18.147000000000002,0
13.36,4,4.1416,0
39.96,2,18.7812,0
145.85,5,70.008,0
783.96,5,78.396,1
7.88,1,1.7730000000000001,0
41.37,3,17.3754,0
12.84,3,5.778,0
25.68,6,11.556,0
47.516000000000005,2,-2.0364,0
9.42,2,0.47100000000000003,0
12.96,2,6.2208,0
704.9,5,56.391999999999996,1
561.568,2,28.0784,0
179.82,9,84.5154,0
185.58,6,76.0878,0
214.11,3,36.3987,0
999.96,4,229.9908,1
653.55,3,111.1035,1
114.6,5,51.57,0
60.74,1,15.185,0
124.36,2,27.3592,0
1088.76,6,315.7404,1
6.72,5,2.352,0
298.776,3,7.4694,0
302.376,3,22.6782,0
8.927999999999999,2,0.5579999999999999,0
47.583999999999996,2,-2.9739999999999998,0
33.792,8,10.56,0
300.5328,2,-97.2312,0
2.7239999999999998,2,-4.3584,0
3.264,2,1.1016,0
108.336,6,37.9176,0
55.92,5,6.291,0
78.304,2,29.364,0
443.92,5,-94.333,0
155.976,3,54.5916,0
15.47,7,4.1769,0
7.16,2,3.4368,0
10.89,1,2.8314,0
19.44,3,9.3312,0
121.6,5,39.52,0
695.7,2,-27.828000000000003,1
120.33,1,31.2858,0
1139.92,4,284.98,1
229.544,7,83.2097,0
143.72799999999998,2,-32.3388,0
36.048,3,-0.9012,0
845.488,8,-12.0784,1
50.94,3,14.2632,0
762.5939999999999,3,-1143.891,1
56.28,6,15.7584,0
2690.97,3,1264.7559,2
7.434,6,-5.6994,0
64.78399999999999,1,-12.9568,0
28.16,4,13.2352,0
14.98,1,6.8908,0
20.32,4,6.9088,0
40.29,3,10.4754,0
20.23,7,9.5081,0
1603.136,4,100.196,1
225.296,2,22.5296,0
67.8,4,4.0680000000000005,0
377.97,3,98.2722,0
1628.82,9,374.6286,1
286.93,7,140.5957,0
20.736,4,7.2576,0
31.44,3,8.4888,0
83.79,7,22.6233,0
59.52,3,15.4752,0
31.92,4,9.2568,0
14.72,5,-3.312,0
38.976,3,-2.436,0
17.088,2,1.068,0
74.352,3,23.235,0
314.35200000000003,3,-35.3646,0
4.26,1,1.7466,0
811.28,8,24.3384,1
6.03,3,2.9547,0
153.56799999999998,2,-5.7588,0
1013.488,7,76.0116,1
52.34,2,24.5998,0
4.66,2,1.3514,0
254.97,3,91.7892,0
25.44,6,12.72,0
27.93,3,8.0997,0
8.85,5,-13.7175,0
6.96,4,2.2272,0
17.456,2,5.8914,0
307.92,5,-34.641,0
6.63,3,1.7901,0
12.96,2,6.2208,0
32.4,5,15.552,0
23.85,5,10.7325,0
51.96,2,12.99,0
17.94,3,8.6112,0
11.56,2,5.6644,0
26.4,5,11.88,0
69.08,11,29.0136,0
35.88,3,10.0464,0
49.65,5,20.853,0
959.9680000000001,4,119.99600000000001,1
408.42199999999997,2,-5.8346,0
479.98400000000004,2,59.998000000000005,0
12.6,4,6.047999999999999,0
184.66,7,84.9436,0
23.12,5,8.381,0
37.464,7,12.1758,0
539.658,3,-7.7094,0
310.12,2,80.6312,0
8.56,2,3.852,0
52.4,5,14.148,0
14.94,3,6.8724,0
11.22,3,0.2244,0
387.13599999999997,4,24.195999999999998,0
41.4,5,19.458,0
35.0,4,10.5,0
39.552,3,14.3376,0
135.72,3,35.2872,0
12.56,2,5.652,0
263.96,4,71.2692,0
5.952000000000001,1,0.37200000000000005,0
15.8,5,2.37,0
14.368,2,3.9512,0
70.44800000000001,7,12.3284,0
129.3,2,6.465,0
3.8819999999999997,3,-5.8229999999999995,0
6.08,1,3.04,0
19.9,1,8.955,0
70.71,1,4.9497,0
18.84,3,7.9128,0
8.64,3,2.5056,0
1633.1879999999999,4,-1306.5504,1
19.76,4,8.2992,0
6.608,2,2.2302,0
7.28,2,2.73,0
144.784,1,10.8588,0
156.792,1,13.7193,0
431.976,3,26.9985,0
35.89,1,16.1505,0
47.208,7,15.3426,0
248.08,7,116.5976,0
189.7,5,89.15899999999999,0
59.808,3,19.4376,0
90.99,1,14.5584,0
1526.56,7,427.4368,1
368.97,3,40.5867,0
305.01,9,76.2525,0
18.7,1,7.106,0
38.29,7,16.4647,0
26.25,3,11.025,0
64.96,14,22.736,0
43.7,5,20.539,0
41.6,4,13.0,0
23.12,5,8.381,0
113.88799999999999,2,9.9652,0
113.568,2,-5.6784,0
7.92,2,0.693,0
671.9839999999999,2,50.3988,1
39.99,1,11.5971,0
191.646,3,31.941,0
2.313,1,-1.9275,0
19.936,4,7.2268,0
45.92,4,21.5824,0
20.34,3,9.3564,0
39.28,8,19.2472,0
81.568,2,9.1764,0
97.184,2,6.074,0
24.32,5,8.208,0
18.96,2,7.584,0
32.952,6,-19.7712,0
30.016,4,3.0016,0
499.584,3,43.7136,0
31.104,6,10.8864,0
13.272,8,-10.6176,0
28.272,2,6.3612,0
259.13599999999997,4,-51.8272,0
10.8,5,5.184,0
244.00599999999997,2,-31.3722,0
15.936,4,5.3784,0
188.55200000000002,7,-2.6936,0
22.58,2,5.8708,0
545.94,6,87.3504,0
20.736,4,7.2576,0
43.29600000000001,2,4.3296,0
123.13600000000001,4,13.8528,0
11.264000000000001,4,3.8016,0
53.424,3,4.6746,0
275.49,1,-170.8038,0
24.96,4,6.24,0
19.36,2,9.2928,0
1267.65,9,152.118,1
12.99,1,0.7794,0
18.56,4,6.496,0
449.15,5,8.982999999999999,0
31.248,7,10.9368,0
61.44,3,16.5888,0
895.92,4,421.0824,1
55.36,4,18.684,0
55.92,5,6.291,0
24.896,4,8.4024,0
3.984,1,0.6474,0
95.96799999999999,4,28.7904,0
206.99099999999999,3,-172.4925,0
44.416000000000004,2,3.8864,0
9.006,2,-7.2048,0
19.0,5,8.93,0
33.376,4,10.43,0
207.48,1,62.244,0
91.68,3,45.84,0
904.9,5,253.372,1
34.272,3,11.1384,0
191.82,3,74.8098,0
243.88,5,27.4365,0
12.03,5,-9.222999999999999,0
2549.985,5,-3399.98,1
21.594,2,-15.8356,0
8.964,6,-6.5736,0
20.736,4,7.2576,0
344.22,2,-103.266,0
727.296,8,-172.7328,1
22.608,3,-10.1736,0
666.4,7,-33.32,1
5.04,3,0.2016,0
92.94,3,41.823,0
66.69,3,22.0077,0
91.68,5,28.65,0
327.7328,2,-14.4588,0
52.272,11,17.6418,0
17.94,3,8.073,0
254.352,3,0.0,0
8.288,2,2.6936,0
504.9,5,80.78399999999999,0
403.168,4,25.198,0
194.32,4,31.0912,0
25.99,1,7.5371,0
195.136,4,-12.196,0
20.736,4,7.2576,0
53.7,6,10.203,0
36.26,7,16.6796,0
56.3,2,15.764000000000001,0
32.4,5,15.552,0
29.16,2,10.7892,0
171.28799999999998,3,-6.4233,0
16.72,5,3.344,0
12.96,2,6.2208,0
22.18,2,10.8682,0
2054.272,8,256.784,1
1022.97,5,-255.7425,1
13.9,5,3.614,0
26.38,1,12.1348,0
43.176,7,13.4925,0
411.8,2,70.006,0
360.0,4,129.6,0
41.96,2,2.9372,0
227.84,4,66.0736,0
37.94,2,18.2112,0
517.9,2,134.654,0
5.28,2,2.4288,0
2799.96,5,874.9875,2
8.96,2,4.3008,0
31.5,10,15.12,0
30.56,2,10.3904,0
24.368000000000002,2,-3.3506,0
119.976,3,22.4955,0
26.88,8,9.744,0
83.97,3,23.5116,0
104.97,3,7.3479,0
90.8,8,25.424,0
140.736,8,49.2576,0
214.95,5,88.1295,0
45.36,7,21.7728,0
288.24,6,138.3552,0
663.936,4,82.992,1
2934.33,7,792.2691,2
124.41,3,14.9292,0
57.75,5,26.565,0
114.46,2,28.615,0
120.666,2,18.4548,0
342.86400000000003,3,38.5722,0
16.74,5,-14.229000000000001,0
981.372,2,-140.196,1
31.84,8,10.5072,0
12.96,2,6.2208,0
43.176,3,15.1116,0
58.34,2,28.0032,0
539.97,3,134.9925,0
3.928,1,1.3257,0
252.78400000000002,4,-417.0936,0
127.984,2,15.998,0
3.984,2,-2.6892,0
12.992,2,-32.48,0
61.0,5,25.62,0
671.93,7,188.1404,1
447.86,7,219.4514,0
479.95,5,129.5865,0
166.44,3,79.8912,0
31.68,4,2.772,0
10.368,2,3.6288,0
12.032,8,2.256,0
5.768,2,-13.5548,0
33.12,4,11.592,0
220.2656,4,-42.1096,0
10.776,3,3.5022,0
242.352,3,9.0882,0
695.16,6,34.758,1
220.98,1,50.8254,0
12.957,7,-9.5018,0
25.68,6,11.556,0
15.712,4,5.6956,0
298.464,6,26.1156,0
21.93,3,10.0878,0
242.94,3,4.8588,0
7.64,1,3.7436,0
51.84,8,25.4016,0
265.17,1,47.7306,0
837.6,3,62.82,1
135.9,5,63.873000000000005,0
34.68,6,16.9932,0
532.7040000000001,6,-39.9528,0
43.1,5,11.206,0
15.88,4,0.1588,0
1123.92,5,-182.637,1
249.584,2,31.198,0
48.672,3,7.3008,0
60.768,2,7.596,0
78.6,5,-62.88,0
3.7680000000000002,2,-3.14,0
1036.624,2,51.8312,1
563.808,4,21.1428,0
258.528,2,-47.3968,0
49.12,4,23.0864,0
44.46,2,14.6718,0
241.56799999999998,2,18.1176,0
395.0,5,39.5,0
627.168,4,70.5564,1
13.28,2,6.3744,0
12.672,3,4.4352,0
30.56,5,-45.84,0
77.952,3,-15.5904,0
67.992,1,8.499,0
12.224,2,4.4312,0
44.784,2,-0.5598,0
22.848000000000003,3,-17.7072,0
206.43,3,90.8292,0
210.392,2,-336.6272,0
119.96,5,35.988,0
10.607999999999999,6,0.9282,0
347.80199999999996,7,-24.843000000000004,0
963.1360000000001,4,108.3528,1
88.77600000000001,3,7.7679,0
32.4,5,10.368,0
32.4,5,15.552,0
31.05,3,14.904000000000002,0
2025.36,6,607.6080000000001,1
1799.994,2,-2639.9912,1
101.988,2,-16.998,0
262.86400000000003,7,69.0018,0
735.98,2,331.191,1
93.024,3,33.7212,0
284.36400000000003,2,-75.8304,0
26.0,2,11.7,0
67.64,5,5.9185,0
119.976,3,-17.9964,0
5.18,5,-8.029,0
15.56,2,7.3132,0
78.35,5,36.8245,0
59.52,3,15.4752,0
38.52,9,17.334,0
239.984,2,23.9984,0
19.35,3,9.4815,0
67.0,5,32.16,0
390.272,8,-24.392,0
62.192,13,19.435,0
23.88,6,11.2236,0
3.168,2,-4.752,0
528.43,5,0.0,0
13.392000000000001,3,1.5066,0
181.86,7,50.9208,0
180.588,2,-240.78400000000002,0
47.983999999999995,2,0.5998,0
18.76,2,9.0048,0
20.94,3,6.0726,0
58.68,2,18.1908,0
254.9,5,68.82300000000001,0
9.64,2,4.4344,0
826.62,3,355.4466,1
1633.14,9,473.6106,1
544.38,3,157.8702,0
26.046,3,-44.2782,0
74.352,3,26.9526,0
69.93,7,32.1678,0
3.75,1,1.8,0
20.928,4,7.5864,0
12.672,3,-3.168,0
65.99,1,17.1574,0
6.37,7,-9.555,0
3.648,3,-6.0192,0
31.104,6,10.8864,0
23.34,3,0.2334,0
29.97,3,14.0859,0
3.366,3,-2.244,0
95.96799999999999,4,9.5968,0
18.704,7,2.338,0
149.232,3,3.7308,0
15.936,4,5.7768,0
601.536,8,60.1536,1
10.99,1,4.2861,0
39.88,2,11.1664,0
62.24,8,28.008000000000003,0
53.2,5,14.895999999999999,0
39.84,8,18.3264,0
349.95,5,118.98299999999999,0
377.92800000000005,9,141.72299999999998,0
13.392000000000001,3,5.022,0
11.228,7,-18.5262,0
207.24,11,58.0272,0
1.504,1,0.1692,0
34.848,2,6.534,0
75.18,6,35.3346,0
149.97,3,52.4895,0
931.176,3,314.2719,1
430.88,2,124.9552,0
94.85,5,45.528,0
51.12,4,23.004,0
90.0,1,32.4,0
9.408,2,3.4104,0
4.672,2,1.46,0
318.4,2,107.46,0
12.767999999999999,6,4.6284,0
15.36,2,-3.264,0
230.37599999999998,3,20.1579,0
7.16,1,-0.0895,0
375.34,1,18.767,0
114.9,5,39.066,0
26.046,3,-44.2782,0
2.8960000000000004,1,-4.7784,0
32.544000000000004,2,-7.7292,0
3.984,1,1.3944,0
181.797,1,-15.5826,0
44.94,3,12.5832,0
45.576,3,15.9516,0
318.43,5,-77.333,0
122.92,7,46.095,0
7.068,3,-2.8272,0
56.45,5,14.677,0
13.468,13,-22.8956,0
219.8,5,24.7275,0
317.058,3,-18.1176,0
49.08,3,4.908,0
324.9,5,38.988,0
18.24,3,5.2896,0
113.88799999999999,2,9.9652,0
105.584,2,7.9188,0
24.85,7,11.6795,0
60.312,3,5.2773,0
7.056,3,2.205,0
27.184,2,2.0388,0
107.984,1,9.4486,0
19.296,3,6.03,0
4.6080000000000005,2,1.6704,0
79.97399999999999,3,-29.3238,0
2.946,2,-2.0622,0
3.136,2,-4.704,0
20.736,4,7.2576,0
99.98,2,7.9984,0
733.95,7,352.296,1
241.44,3,72.432,0
10.08,4,3.528,0
281.904,2,10.5714,0
201.43200000000002,3,67.9833,0
135.98,2,33.995,0
44.95,1,12.585999999999999,0
2.97,3,1.3068,0
6.54,3,2.6814,0
7.92,8,3.4848,0
203.92,5,22.941,0
3359.952,6,1049.985,2
18.24,3,9.12,0
27.78,6,9.1674,0
22.96,7,7.5768,0
28.99,1,8.4071,0
12.96,2,6.3504,0
22.96,7,6.6584,0
4164.05,5,83.281,2
47.983999999999995,2,13.1956,0
4.624,1,1.6762,0
15.24,3,5.1816,0
63.924,7,-46.8776,0
6.56,2,1.9024,0
13.11,3,3.4086,0
494.376,3,49.4376,0
29.2,5,9.855,0
248.85,5,27.3735,0
36.24,1,15.2208,0
11.68,2,3.5039999999999996,0
11.91,3,0.1191,0
3.48,2,1.1136,0
30.96,8,-52.632,0
1704.89,11,767.2005,1
19.194000000000003,7,-12.796,0
121.792,4,13.7016,0
1919.976,3,215.9973,1
50.997,1,-40.7976,0
76.792,1,-16.3183,0
539.964,6,-107.9928,0
60.312,3,5.2773,0
1.944,3,-1.4256,0
12.984000000000002,3,4.7067,0
217.584,2,19.0386,0
328.776,3,28.7679,0
2.286,3,-3.6576,0
47.983999999999995,2,14.3952,0
25.344,6,8.8704,0
232.4,5,78.435,0
86.45,7,38.038000000000004,0
603.92,5,45.294,1
81.98,2,40.1702,0
271.764,2,48.3136,0
14.376,3,4.8519,0
341.96,5,-427.45,0
181.35,9,48.9645,0
8.64,3,4.2336,0
43.512,7,3.8073,0
662.88,3,74.574,1
25.92,5,9.072000000000001,0
68.94,3,20.682,0
128.82,3,50.2398,0
896.99,5,-1480.0335,1
1.234,1,-1.9744,0
67.56,3,6.756,0
21.72,5,7.8735,0
262.336,8,95.0968,0
148.48,2,16.704,0
241.176,3,15.0735,0
227.976,3,28.497,0
52.68,3,19.755,0
2.032,1,-1.3208,0
17.12,4,4.9648,0
431.968,4,37.7972,0
129.92,4,10.3936,0
568.7280000000001,3,28.4364,1
117.14399999999999,9,42.4647,0
203.52,3,54.9504,0
51.75,5,24.84,0
122.97,3,60.2553,0
244.615,1,20.967,0
59.97,3,28.7856,0
81.54,9,36.693000000000005,0
11.68,4,5.256,0
29.0,5,13.92,0
50.8,5,13.208,0
