order_id,order_date,customer_id,segment,category,sub_category,sales,quantity,profit
CA-2014-136567,12/20/2014,PS-19045,Home Office,Furniture,Tables,455.1,2,"100.122,00"
CA-2016-149314,7/2/2016,GB-14530,Corporate,Furniture,Chairs,"195.184,00",1,"195.184,00"
CA-2017-147039,6/29/2017,AA-10315,Consumer,Office Supplies,Appliances,362.94,3,"90.735,00"
CA-2017-147039,6/29/2017,AA-10315,Consumer,Office Supplies,Binders,11.54,2,5.77
CA-2014-126522,9/1/2014,LT-16765,Consumer,Office Supplies,Art,53.94,3,"156.426,00"
CA-2014-127964,3/3/2014,AP-10720,Home Office,Technology,Phones,9.99,1,"1.480.785,00"
CA-2014-127964,3/3/2014,AP-10720,Home Office,Office Supplies,Binders,125.76,3,"40.872,00"
CA-2014-127964,3/3/2014,AP-10720,Home Office,Office Supplies,Binders,25.32,5,"-41.757,00"
CA-2014-117709,5/4/2014,PM-18940,Consumer,Office Supplies,Binders,46.8,4,"44.368,00"
CA-2015-125416,11/2/2015,KC-16540,Consumer,Technology,Accessories,447.93,9,"492.723,00"
CA-2017-145226,12/8/2017,DL-13315,Consumer,Furniture,Furnishings,109.48,2,"339.388,00"
CA-2017-145226,12/8/2017,DL-13315,Consumer,Office Supplies,Storage,272.94,3,"0,00"
CA-2017-145226,12/8/2017,DL-13315,Consumer,Office Supplies,Paper,19.44,3,"515.968,00"
CA-2017-145226,12/8/2017,DL-13315,Consumer,Office Supplies,Storage,31.92,4,"399.060,00"
US-2014-100279,3/10/2014,SW-20275,Consumer,Office Supplies,Paper,22.38,2,"2.017.875,00"
CA-2014-158064,4/21/2014,AA-10375,Consumer,Office Supplies,Binders,16.52,5,"1.408.132,00"
US-2015-104430,10/22/2015,LT-17110,Consumer,Office Supplies,Binders,"5.176,00",4,"-7.764,00"
CA-2015-132080,8/22/2015,DP-13105,Corporate,Office Supplies,Binders,"50.112,00",6,"162.864,00"
CA-2016-161207,8/29/2016,AB-10060,Home Office,Office Supplies,Supplies,27.93,3,"-329.599,00"
CA-2014-120243,12/27/2014,AT-10435,Home Office,Office Supplies,Labels,11.56,4,"888.392,00"
CA-2016-113621,12/1/2016,JE-15745,Consumer,Furniture,Chairs,172.5,2,51.75
CA-2016-113621,12/1/2016,JE-15745,Consumer,Technology,Phones,179.97,3,"449.925,00"
CA-2016-168081,4/24/2016,CA-12055,Home Office,Technology,Accessories,"258.696,00",3,"64.674,00"
CA-2014-128146,6/21/2014,DB-13060,Consumer,Technology,Phones,1322.93,7,"3.571.911,00"
CA-2014-128146,6/21/2014,DB-13060,Consumer,Office Supplies,Art,3.76,2,"-363.780,00"
CA-2017-138779,1/14/2017,RB-19570,Consumer,Office Supplies,Envelopes,"21.744,00",1,"542.934,00"
CA-2017-138779,1/14/2017,RB-19570,Consumer,Technology,Phones,7.92,5,"693,00"
CA-2014-127131,11/24/2014,HR-14830,Corporate,Office Supplies,Binders,"12.096,00",7,"159.338,00"
CA-2014-127131,11/24/2014,HR-14830,Corporate,Office Supplies,Storage,485.88,6,"1.927.265,00"
CA-2014-127131,11/24/2014,HR-14830,Corporate,Office Supplies,Paper,25.92,4,"919.287,00"
CA-2014-127131,11/24/2014,HR-14830,Corporate,Office Supplies,Storage,197.58,2,"533.466,00"
CA-2017-117212,2/26/2017,BT-11530,Home Office,Office Supplies,Appliances,81.92,4,"221.184,00"
CA-2017-117212,2/26/2017,BT-11530,Home Office,Technology,Phones,"889.536,00",8,"667.152,00"
CA-2017-117212,2/26/2017,BT-11530,Home Office,Furniture,Chairs,"892.224,00",3,"892.224,00"
CA-2017-117212,2/26/2017,BT-11530,Home Office,Office Supplies,Paper,223.92,4,"1.097.208,00"
CA-2017-117212,2/26/2017,BT-11530,Home Office,Office Supplies,Paper,"44.553,00",4,"507.264,00"
US-2015-130519,9/15/2015,NG-18355,Corporate,Office Supplies,Paper,"15.552,00",3,"924.917,00"
US-2015-130519,9/15/2015,NG-18355,Corporate,Furniture,Furnishings,"15.712,00",4,"1.326.593,00"
US-2015-130519,9/15/2015,NG-18355,Corporate,Office Supplies,Storage,"24.672,00",2,"-113.923,00"
US-2015-130519,9/15/2015,NG-18355,Corporate,Furniture,Furnishings,"55.968,00",1,"-20.988,00"
CA-2016-130946,4/8/2016,ZC-21910,Consumer,Technology,Accessories,"431.928,00",9,"647.892,00"
CA-2016-130946,4/8/2016,ZC-21910,Consumer,Furniture,Chairs,"95.984,00",4,"-41.136,00"
CA-2016-130946,4/8/2016,ZC-21910,Consumer,Office Supplies,Binders,"1.088.792,00",4,"-18.509.464,00"
CA-2016-114727,7/18/2016,LS-16945,Corporate,Furniture,Chairs,"544.008,00",3,"408.006,00"
CA-2016-114727,7/18/2016,LS-16945,Corporate,Office Supplies,Binders,"1.872,00",3,"-14.352,00"
CA-2016-114727,7/18/2016,LS-16945,Corporate,Furniture,Chairs,"854.352,00",3,"1.787.772,00"
CA-2016-114727,7/18/2016,LS-16945,Corporate,Office Supplies,Storage,"593.568,00",2,"0,00"
CA-2016-114727,7/18/2016,LS-16945,Corporate,Office Supplies,Storage,338.04,3,"-33.804,00"
CA-2017-133235,8/1/2017,LH-16750,Consumer,Technology,Phones,271.96,5,"169.975,00"
CA-2016-137050,7/14/2016,SW-20755,Corporate,Office Supplies,Storage,11.21,1,"3.363,00"
CA-2016-137050,7/14/2016,SW-20755,Corporate,Office Supplies,Binders,"9.144,00",3,"38.047,00"
CA-2016-137050,7/14/2016,SW-20755,Corporate,Office Supplies,Fasteners,"44.391,00",7,"2.572.556,00"
CA-2016-137050,7/14/2016,SW-20755,Corporate,Office Supplies,Art,41.86,7,"10.465,00"
CA-2016-137050,7/14/2016,SW-20755,Corporate,Office Supplies,Binders,"8.544,00",2,"2.533.355,00"
CA-2016-137050,7/14/2016,SW-20755,Corporate,Furniture,Bookcases,"579.136,00",4,"217.176,00"
US-2017-118087,9/9/2017,SP-20620,Corporate,Furniture,Chairs,"141.372,00",2,"-484.704,00"
US-2017-118087,9/9/2017,SP-20620,Corporate,Office Supplies,Binders,"3.036,00",2,"-23.276,00"
US-2017-118087,9/9/2017,SP-20620,Corporate,Office Supplies,Binders,"4.503,00",1,"-36.024,00"
US-2017-118087,9/9/2017,SP-20620,Corporate,Office Supplies,Art,"4.672,00",1,"1.412.760,00"
US-2017-118087,9/9/2017,SP-20620,Corporate,Technology,Accessories,95.88,3,"28.764,00"
US-2017-118087,9/9/2017,SP-20620,Corporate,Furniture,Furnishings,"17.024,00",2,"1.871.504,00"
US-2017-118087,9/9/2017,SP-20620,Corporate,Technology,Accessories,"258.696,00",3,"64.674,00"
US-2017-118087,9/9/2017,SP-20620,Corporate,Technology,Phones,"1.931.958,00",7,"-3.863.916,00"
CA-2014-110184,7/12/2014,BF-11170,Home Office,Office Supplies,Storage,249.75,9,"44.955,00"
CA-2014-110184,7/12/2014,BF-11170,Home Office,Technology,Phones,"255.936,00",8,"287.928,00"
CA-2016-126004,12/4/2016,BM-11140,Consumer,Furniture,Furnishings,113.79,3,"204.822,00"
CA-2016-126004,12/4/2016,BM-11140,Consumer,Technology,Accessories,78.15,1,"34.386,00"
CA-2016-126004,12/4/2016,BM-11140,Consumer,Office Supplies,Binders,"1.728,00",1,"6.048,00"
CA-2016-126004,12/4/2016,BM-11140,Consumer,Office Supplies,Paper,40.56,4,"198.744,00"
CA-2016-126004,12/4/2016,BM-11140,Consumer,Office Supplies,Storage,182.94,3,"1.712.319,00"
CA-2016-126004,12/4/2016,BM-11140,Consumer,Office Supplies,Storage,193.86,2,"1.613.217,00"
CA-2017-100013,11/6/2017,ZC-21910,Consumer,Office Supplies,Envelopes,15.28,2,"1.085.685,00"
CA-2017-100013,11/6/2017,ZC-21910,Consumer,Furniture,Furnishings,8.73,1,"2.842.351,00"
CA-2017-100013,11/6/2017,ZC-21910,Consumer,Office Supplies,Art,5.68,2,"2.084.806,00"
CA-2015-132570,10/31/2015,KT-16480,Consumer,Office Supplies,Art,2.78,2,"7.228,00"
CA-2015-132570,10/31/2015,KT-16480,Consumer,Office Supplies,Envelopes,79.96,2,"35.982,00"
CA-2016-153682,5/30/2016,BG-11695,Corporate,Technology,Copiers,"839.988,00",2,"69.999,00"
CA-2016-144344,10/28/2016,PG-18820,Consumer,Furniture,Furnishings,"47.952,00",3,"137.862,00"
CA-2016-144344,10/28/2016,PG-18820,Consumer,Office Supplies,Binders,"37.425,00",5,-29.94
CA-2016-144344,10/28/2016,PG-18820,Consumer,Furniture,Furnishings,"63.968,00",2,"0,00"
CA-2016-144344,10/28/2016,PG-18820,Consumer,Furniture,Furnishings,"165.048,00",3,"41.262,00"
CA-2014-127012,8/11/2014,GM-14680,Consumer,Furniture,Furnishings,12.35,1,"5.434,00"
CA-2014-127012,8/11/2014,GM-14680,Consumer,Office Supplies,Art,40.97,1,"1.688.426,00"
CA-2014-127012,8/11/2014,GM-14680,Consumer,Office Supplies,Fasteners,22.96,2,"2.196.113,00"
CA-2016-128727,8/29/2016,MO-17800,Home Office,Technology,Phones,"22,00",4,"44.321,00"
US-2016-162859,2/15/2016,PG-18820,Consumer,Office Supplies,Binders,"398.352,00",3,"124.485,00"
US-2016-162859,2/15/2016,PG-18820,Consumer,Office Supplies,Fasteners,8.72,4,"1.406.976,00"
CA-2017-133641,5/14/2017,EJ-14155,Consumer,Office Supplies,Envelopes,48.69,9,"238.581,00"
CA-2014-168494,12/12/2014,NP-18700,Consumer,Furniture,Tables,"764.688,00",6,"95.586,00"
CA-2014-168494,12/12/2014,NP-18700,Consumer,Furniture,Tables,"3.610.848,00",12,"1.354.068,00"
CA-2014-168494,12/12/2014,NP-18700,Consumer,Furniture,Bookcases,"2.549.745,00",3,"2.954.388,00"
CA-2017-115602,12/18/2017,DJ-13630,Consumer,Office Supplies,Art,38.82,6,"17.469,00"
CA-2017-115602,12/18/2017,DJ-13630,Consumer,Furniture,Chairs,"1.141.938,00",9,"1.395.702,00"
CA-2017-115602,12/18/2017,DJ-13630,Consumer,Office Supplies,Appliances,1704.56,13,"511.368,00"
CA-2017-115602,12/18/2017,DJ-13630,Consumer,Office Supplies,Art,"44.230,00",2,"1.376,00"
CA-2015-154956,7/4/2015,IM-15070,Consumer,Technology,Phones,1099.96,4,"2.859.896,00"
CA-2017-144638,3/10/2017,MH-18115,Home Office,Office Supplies,Art,"5.248,00",2,"5.904,00"
CA-2017-144638,3/10/2017,MH-18115,Home Office,Technology,Phones,35.91,3,"-8.379,00"
CA-2017-144638,3/10/2017,MH-18115,Home Office,Furniture,Furnishings,"6.696,00",1,"5.022,00"
CA-2017-144638,3/10/2017,MH-18115,Home Office,Furniture,Furnishings,"43.872,00",2,"1.192.458,00"
US-2016-168620,12/24/2016,RB-19795,Home Office,Office Supplies,Binders,"27.882,00",3,"-204.468,00"
US-2016-168620,12/24/2016,RB-19795,Home Office,Office Supplies,Storage,"540.048,00",3,"-472.542,00"
US-2016-168620,12/24/2016,RB-19795,Home Office,Technology,Accessories,255.68,8,"76.704,00"
CA-2017-117079,10/23/2017,JR-15700,Consumer,Technology,Phones,863.88,3,"107.985,00"
US-2016-144393,10/28/2016,SM-20950,Corporate,Office Supplies,Binders,"17.616,00",4,"-140.928,00"
CA-2017-105053,7/7/2017,CS-12355,Consumer,Office Supplies,Binders,"17.472,00",3,"524.642,00"
CA-2016-155992,10/1/2016,CC-12220,Consumer,Technology,Phones,69.9,2,"18.873,00"
CA-2016-155992,10/1/2016,CC-12220,Consumer,Furniture,Furnishings,41.85,5,"10.881,00"
CA-2017-110380,9/2/2017,PF-19225,Consumer,Office Supplies,Art,6.57,3,"2.132.653,00"
US-2014-167738,12/24/2014,JC-16105,Corporate,Office Supplies,Storage,142.86,1,"414.294,00"
US-2014-167738,12/24/2014,JC-16105,Corporate,Furniture,Chairs,"292.272,00",6,"18.267,00"
CA-2017-121412,9/23/2017,BG-11695,Corporate,Furniture,Furnishings,"29.328,00",3,"3.666,00"
CA-2017-100426,6/4/2017,DC-12850,Consumer,Office Supplies,Paper,12.48,2,"5.616,00"
US-2016-103646,4/21/2016,SP-20545,Corporate,Office Supplies,Storage,"102.336,00",4,"-12.792,00"
US-2016-103646,4/21/2016,SP-20545,Corporate,Office Supplies,Appliances,"48.792,00",3,"-1.268.592,00"
US-2016-103646,4/21/2016,SP-20545,Corporate,Office Supplies,Binders,"44.848,00",8,"-67.272,00"
CA-2016-119186,5/26/2016,MS-17710,Consumer,Office Supplies,Paper,"10.368,00",2,"1.602.746,00"
CA-2016-119186,5/26/2016,MS-17710,Consumer,Furniture,Chairs,388.43,5,"-88.784,00"
CA-2016-119186,5/26/2016,MS-17710,Consumer,Office Supplies,Paper,"14.352,00",3,"46.143,00"
CA-2016-119186,5/26/2016,MS-17710,Consumer,Technology,Accessories,"63.992,00",1,"-71.991,00"
CA-2016-148698,5/2/2016,BD-11770,Consumer,Office Supplies,Art,"86.352,00",3,"5.397,00"
CA-2014-163293,9/8/2014,KC-16255,Corporate,Technology,Accessories,32.97,3,"2.441.252,00"
CA-2014-163293,9/8/2014,KC-16255,Corporate,Technology,Accessories,83.88,4,"301.968,00"
CA-2016-160815,9/5/2016,TR-21325,Consumer,Technology,Phones,278.4,3,"80.736,00"
CA-2017-122154,4/9/2017,SA-20830,Consumer,Office Supplies,Labels,"44.545,00",3,"4.914,00"
CA-2017-122154,4/9/2017,SA-20830,Consumer,Office Supplies,Binders,17.43,1,"-13.363,00"
CA-2017-122154,4/9/2017,SA-20830,Consumer,Office Supplies,Paper,251.64,3,"88.074,00"
US-2015-149692,12/6/2015,KW-16435,Consumer,Office Supplies,Binders,"2.772,00",7,"-4.851,00"
CA-2016-119445,6/26/2016,GM-14500,Consumer,Office Supplies,Storage,"44.453,00",5,"1.043,00"
CA-2015-124268,7/4/2015,AD-10180,Home Office,Office Supplies,Art,15.48,3,"1.092.899,00"
CA-2016-154711,11/22/2016,TB-21355,Corporate,Furniture,Furnishings,39.88,2,"-85.890,00"
CA-2016-154711,11/22/2016,TB-21355,Corporate,Office Supplies,Binders,"12.192,00",4,"-274.570,00"
CA-2016-154711,11/22/2016,TB-21355,Corporate,Office Supplies,Art,20.82,3,"1.114.904,00"
CA-2016-163384,11/10/2016,CC-12430,Home Office,Office Supplies,Binders,"13.216,00",4,"987.708,00"
CA-2016-163384,11/10/2016,CC-12430,Home Office,Office Supplies,Paper,32.4,5,"15.552,00"
CA-2015-101707,8/27/2015,PF-19165,Consumer,Office Supplies,Supplies,32.94,3,"121.506,00"
CA-2015-101707,8/27/2015,PF-19165,Consumer,Office Supplies,Paper,114.2,5,"52.532,00"
CA-2015-101707,8/27/2015,PF-19165,Consumer,Office Supplies,Labels,"44.411,00",1,"1.053.361,00"
CA-2015-138898,5/25/2015,JH-16180,Consumer,Office Supplies,Appliances,"845.728,00",13,"845.728,00"
CA-2017-115427,12/30/2017,EB-13975,Corporate,Office Supplies,Binders,"13.904,00",2,"1.201.010,00"
CA-2017-115427,12/30/2017,EB-13975,Corporate,Office Supplies,Binders,20.72,2,"6.475,00"
CA-2016-134425,12/8/2016,QJ-19255,Corporate,Technology,Phones,114.95,5,"2.299,00"
CA-2015-121391,10/4/2015,AA-10315,Consumer,Office Supplies,Storage,26.96,2,"35.247,00"
CA-2016-137043,12/23/2016,LC-17140,Consumer,Furniture,Furnishings,572.76,6,"1.661.004,00"
CA-2016-137043,12/23/2016,LC-17140,Consumer,Furniture,Furnishings,286.38,3,"830.502,00"
CA-2015-115847,9/19/2015,TC-21535,Home Office,Furniture,Bookcases,61.96,2,"537.730,00"
US-2017-126179,7/3/2017,CS-12460,Consumer,Furniture,Furnishings,23.99,1,"1.197.022,00"
US-2017-126179,7/3/2017,CS-12460,Consumer,Technology,Phones,287.97,3,"777.519,00"
CA-2016-101966,7/14/2016,BM-11785,Consumer,Technology,Phones,"419.944,00",7,"52.493,00"
CA-2016-141397,6/20/2016,RC-19825,Consumer,Office Supplies,Paper,46.76,7,"224.448,00"
CA-2016-141397,6/20/2016,RC-19825,Consumer,Office Supplies,Binders,"17.712,00",3,"842.402,00"
CA-2016-141397,6/20/2016,RC-19825,Consumer,Office Supplies,Appliances,21.78,2,"1.726.989,00"
CA-2016-141397,6/20/2016,RC-19825,Consumer,Office Supplies,Storage,161.94,3,"1.922.882,00"
CA-2016-141397,6/20/2016,RC-19825,Consumer,Furniture,Chairs,"161.568,00",2,"-80.784,00"
CA-2016-141082,12/9/2016,FM-14380,Consumer,Office Supplies,Labels,3.69,1,"1.988.017,00"
CA-2016-141082,12/9/2016,FM-14380,Consumer,Office Supplies,Labels,122.12,4,"561.752,00"
US-2016-134488,9/24/2016,PK-19075,Consumer,Furniture,Chairs,"155.372,00",2,"-133.176,00"
CA-2016-145919,12/18/2016,HG-14965,Corporate,Office Supplies,Paper,38.88,6,"186.624,00"
CA-2016-145919,12/18/2016,HG-14965,Corporate,Furniture,Furnishings,183.84,8,"625.056,00"
CA-2016-145919,12/18/2016,HG-14965,Corporate,Office Supplies,Supplies,579.3,5,"28.965,00"
CA-2017-157651,12/10/2017,HA-14920,Consumer,Technology,Accessories,"44.241,00",1,"666.629,00"
CA-2014-160773,7/1/2014,LW-16825,Corporate,Technology,Phones,575.92,2,71.99
CA-2014-160773,7/1/2014,LW-16825,Corporate,Office Supplies,Binders,"5.184,00",6,"-36.288,00"
CA-2017-167703,2/3/2017,MC-17575,Consumer,Office Supplies,Binders,"5.229,00",3,"-41.832,00"
CA-2017-167703,2/3/2017,MC-17575,Consumer,Office Supplies,Storage,"285.552,00",2,"35.694,00"
CA-2017-121804,3/3/2017,LP-17095,Consumer,Office Supplies,Appliances,72.8,5,"19.656,00"
CA-2017-162635,10/9/2017,EB-14170,Consumer,Office Supplies,Paper,"10.816,00",4,"1.187.830,00"
CA-2014-107153,9/28/2014,GZ-14545,Corporate,Office Supplies,Storage,46.26,3,"1.096.794,00"
US-2014-117058,5/27/2014,LE-16810,Consumer,Office Supplies,Binders,17.46,6,"-30.555,00"
CA-2015-120439,6/14/2015,AD-10180,Home Office,Furniture,Furnishings,"51.072,00",6,"-302.298,00"
CA-2016-128258,3/30/2016,CP-12085,Corporate,Office Supplies,Paper,11.34,1,"1.339.101,00"
CA-2017-106033,10/15/2017,FG-14260,Home Office,Office Supplies,Art,87.92,4,"26.376,00"
CA-2016-142762,5/23/2016,LD-17005,Consumer,Furniture,Furnishings,37.05,3,"16.302,00"
CA-2017-127705,6/2/2017,AB-10255,Home Office,Technology,Phones,2.97,1,"-6.435,00"
CA-2017-127705,6/2/2017,AB-10255,Home Office,Office Supplies,Storage,27.44,2,"2.401,00"
CA-2014-122567,2/16/2014,MN-17935,Consumer,Office Supplies,Binders,"44.409,00",3,"-1.728,00"
CA-2014-122567,2/16/2014,MN-17935,Consumer,Office Supplies,Appliances,7.96,2,-13.93
CA-2014-121664,5/6/2014,HP-14815,Home Office,Office Supplies,Binders,"140.736,00",8,"52.776,00"
CA-2016-122133,5/16/2016,JR-15670,Consumer,Office Supplies,Storage,552.56,4,"0,00"
US-2017-123281,4/2/2017,JF-15190,Consumer,Furniture,Furnishings,"44.525,00",3,"1.236.865,00"
CA-2017-100524,3/31/2017,CM-12115,Consumer,Furniture,Furnishings,29.78,2,"-545.458,00"
CA-2017-100524,3/31/2017,CM-12115,Consumer,Technology,Phones,677.58,3,"1.761.708,00"
CA-2017-100524,3/31/2017,CM-12115,Consumer,Office Supplies,Paper,75.04,8,"360.192,00"
CA-2017-113481,1/2/2017,AS-10045,Corporate,Technology,Machines,695.7,2,"-27.828,00"
CA-2017-113481,1/2/2017,AS-10045,Corporate,Office Supplies,Binders,15.66,5,"-12.528,00"
CA-2017-113481,1/2/2017,AS-10045,Corporate,Office Supplies,Binders,"28.854,00",6,"-211.596,00"
CA-2015-131758,5/28/2015,KB-16315,Consumer,Office Supplies,Art,47.82,3,"14.346,00"
CA-2015-131758,5/28/2015,KB-16315,Consumer,Office Supplies,Labels,"44.329,00",5,"6.003,00"
CA-2014-118339,3/17/2014,BN-11515,Consumer,Office Supplies,Appliances,93.78,2,"365.742,00"
CA-2014-118339,3/17/2014,BN-11515,Consumer,Office Supplies,Paper,47.18,7,23.59
CA-2014-118339,3/17/2014,BN-11515,Consumer,Office Supplies,Art,19.68,6,"1.889.157,00"
CA-2014-118339,3/17/2014,BN-11515,Consumer,Office Supplies,Binders,53.4,10,"25.098,00"
CA-2014-118339,3/17/2014,BN-11515,Consumer,Office Supplies,Binders,35.88,6,"172.224,00"
CA-2014-153976,10/3/2014,BP-11290,Consumer,Furniture,Chairs,"258.279,00",3,"-701.043,00"
CA-2016-162901,3/28/2016,AS-10045,Corporate,Office Supplies,Storage,31.4,2,7.85
CA-2017-162978,5/4/2017,LW-16990,Corporate,Technology,Phones,183.96,5,"206.955,00"
CA-2017-162978,5/4/2017,LW-16990,Corporate,Office Supplies,Paper,17.61,3,"960.072,00"
CA-2017-162978,5/4/2017,LW-16990,Corporate,Furniture,Tables,"300.904,00",1,"343.269,00"
US-2014-160444,7/5/2014,DC-12850,Consumer,Office Supplies,Storage,"220.776,00",3,"-441.552,00"
US-2014-160444,7/5/2014,DC-12850,Consumer,Office Supplies,Storage,"281.424,00",11,"-35.178,00"
CA-2016-145247,5/5/2016,ND-18370,Consumer,Office Supplies,Paper,79.14,3,"364.044,00"
CA-2017-160045,4/26/2017,LB-16735,Consumer,Furniture,Furnishings,"1.988,00",1,"-14.413,00"
US-2014-151925,9/26/2014,KT-16465,Consumer,Furniture,Chairs,"145.568,00",2,"0,00"
CA-2017-125199,10/19/2017,HM-14860,Corporate,Office Supplies,Art,"123.256,00",7,"198.207,00"
CA-2017-125199,10/19/2017,HM-14860,Corporate,Office Supplies,Paper,23.68,4,"44.293,00"
CA-2017-125199,10/19/2017,HM-14860,Corporate,Technology,Phones,"309.576,00",4,"-567.556,00"
US-2017-155425,11/10/2017,AB-10600,Corporate,Office Supplies,Binders,"38.388,00",14,"-25.592,00"
US-2017-155425,11/10/2017,AB-10600,Corporate,Technology,Machines,"95.994,00",2,"-63.996,00"
US-2017-155425,11/10/2017,AB-10600,Corporate,Technology,Accessories,"239.952,00",6,"-359.928,00"
US-2017-155425,11/10/2017,AB-10600,Corporate,Technology,Phones,"201.584,00",2,"151.188,00"
US-2017-155425,11/10/2017,AB-10600,Corporate,Furniture,Chairs,"899.136,00",4,"-1.461.096,00"
CA-2017-133249,7/8/2017,SZ-20035,Home Office,Furniture,Furnishings,145.9,5,"62.737,00"
US-2015-103471,12/24/2015,JR-15670,Consumer,Furniture,Bookcases,"590.058,00",7,"-786.744,00"
US-2015-103471,12/24/2015,JR-15670,Consumer,Office Supplies,Art,"44.300,00",3,"1.422.622,00"
CA-2017-136672,3/7/2017,MG-17890,Home Office,Technology,Accessories,49.08,3,"4.908,00"
US-2014-157021,4/1/2014,KM-16720,Consumer,Office Supplies,Labels,"44.376,00",2,"44.422,00"
US-2014-157021,4/1/2014,KM-16720,Consumer,Office Supplies,Binders,"17.088,00",4,"1.328.144,00"
CA-2015-120362,9/14/2015,CA-12265,Consumer,Furniture,Tables,912.75,5,"1.186.575,00"
CA-2014-126361,8/4/2014,VD-21670,Consumer,Office Supplies,Appliances,1089.75,3,305.13
CA-2014-126361,8/4/2014,VD-21670,Consumer,Office Supplies,Paper,447.84,8,"2.194.416,00"
CA-2014-126361,8/4/2014,VD-21670,Consumer,Office Supplies,Art,"44.302,00",5,"4.264,00"
CA-2014-126361,8/4/2014,VD-21670,Consumer,Technology,Phones,399.96,5,"349.965,00"
CA-2014-126361,8/4/2014,VD-21670,Consumer,Office Supplies,Storage,158.9,5,"7.945,00"
CA-2014-126361,8/4/2014,VD-21670,Consumer,Office Supplies,Binders,"13.184,00",1,"2.152.102,00"
US-2016-100566,9/3/2016,JK-16120,Home Office,Furniture,Furnishings,"83.952,00",3,"-902.484,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Office Supplies,Storage,80.98,1,"1.569.084,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Office Supplies,Paper,348.84,9,"1.709.316,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Office Supplies,Fasteners,9.45,5,"189,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Furniture,Furnishings,18.84,3,"-112.311,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Furniture,Bookcases,239.98,2,"527.956,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Office Supplies,Envelopes,167.96,2,"789.412,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Technology,Phones,104.85,3,"283.095,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Technology,Phones,484.83,3,"1.260.558,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Office Supplies,Paper,122.97,3,"602.553,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Office Supplies,Storage,154.44,3,"1.294.421,00"
US-2016-108504,2/5/2016,PP-18955,Home Office,Office Supplies,Paper,342.37,7,"1.609.139,00"
CA-2017-124828,7/3/2017,YS-21880,Corporate,Office Supplies,Art,"9.552,00",3,"1.322.910,00"
US-2017-117247,10/9/2017,CK-12760,Corporate,Furniture,Tables,652.45,5,"-430.617,00"
US-2017-117247,10/9/2017,CK-12760,Corporate,Furniture,Tables,"66.645,00",3,"-426.528,00"
CA-2016-124485,11/24/2016,NC-18340,Consumer,Office Supplies,Binders,"17.216,00",4,"-600.305,00"
CA-2016-124485,11/24/2016,NC-18340,Consumer,Office Supplies,Paper,11.56,2,"1.732.833,00"
CA-2016-124485,11/24/2016,NC-18340,Consumer,Technology,Accessories,88.4,4,"11.492,00"
CA-2016-124485,11/24/2016,NC-18340,Consumer,Office Supplies,Paper,6.48,1,"-290.672,00"
CA-2016-159212,11/1/2016,KM-16375,Home Office,Technology,Phones,"44.429,00",2,"6.104,00"
CA-2016-159212,11/1/2016,KM-16375,Home Office,Office Supplies,Envelopes,251.79,3,"1.183.413,00"
US-2016-161396,4/19/2016,GM-14455,Home Office,Furniture,Tables,"205.176,00",2,"-581.332,00"
US-2016-161396,4/19/2016,GM-14455,Home Office,Office Supplies,Paper,419.4,5,146.79
US-2014-118486,4/6/2014,SD-20485,Home Office,Office Supplies,Supplies,"10.304,00",1,"-21.896,00"
US-2014-118486,4/6/2014,SD-20485,Home Office,Furniture,Tables,"154.764,00",3,"-361.116,00"
US-2014-118486,4/6/2014,SD-20485,Home Office,Technology,Accessories,"116.784,00",2,"21.897,00"
CA-2016-130407,9/2/2016,KD-16270,Consumer,Office Supplies,Art,75.48,2,"196.248,00"
CA-2016-130407,9/2/2016,KD-16270,Consumer,Furniture,Furnishings,39.98,2,"9.995,00"
US-2016-122245,9/25/2016,AB-10105,Consumer,Furniture,Tables,"393.165,00",3,"-2.044.458,00"
CA-2017-105144,11/4/2017,SZ-20035,Home Office,Office Supplies,Labels,23.68,2,8.88
CA-2016-136329,7/9/2016,JD-15895,Corporate,Furniture,Chairs,"408.006,00",2,"725.344,00"
CA-2016-136329,7/9/2016,JD-15895,Corporate,Furniture,Furnishings,165.28,4,"148.752,00"
CA-2014-146640,6/30/2014,HA-14905,Consumer,Office Supplies,Binders,"334.768,00",7,"1.087.996,00"
CA-2017-115994,1/28/2017,BT-11305,Home Office,Technology,Accessories,239.97,3,"263.967,00"
CA-2017-115994,1/28/2017,BT-11305,Home Office,Furniture,Furnishings,37.74,3,"2.343.732,00"
CA-2015-126697,9/21/2015,SV-20815,Corporate,Technology,Phones,"946.344,00",7,"118.293,00"
CA-2015-126697,9/21/2015,SV-20815,Corporate,Technology,Accessories,151.2,3,32.13
CA-2015-126697,9/21/2015,SV-20815,Corporate,Furniture,Furnishings,"4.928,00",4,"-14.784,00"
